County,Year,Sex,Disease,Cases
Stanislaus,2017,Total,Paralytic Shellfish Poisoning,0
Stanislaus,2017,Total,"Plague, human",0
Stanislaus,2017,Total,Psittacosis,0
Stanislaus,2017,Total,Q Fever,1
Stanislaus,2017,Total,"Rabies, human",0
Stanislaus,2017,Total,Relapsing Fever,0
Stanislaus,2017,Total,Salmonellosis,77
Stanislaus,2017,Total,Scombroid Fish Poisoning,0
Stanislaus,2017,Total,Shiga Toxin Positive Feces (without culture confirmation),5
Stanislaus,2017,Total,Shigellosis,53
Stanislaus,2017,Total,Spotted Fever Rickettsiosis,0
Stanislaus,2017,Total,Streptococcal Infection (cases in food and dairy workers),0
Stanislaus,2017,Total,Trichinosis,0
Stanislaus,2017,Total,Tularemia,0
Stanislaus,2017,Total,"Typhoid Fever, case",0
Stanislaus,2017,Total,Typhus Fever,0
Stanislaus,2017,Total,Vibrio Infection (non-Cholera),2
Stanislaus,2017,Total,Yellow Fever,0
Stanislaus,2017,Total,Yersiniosis,1
Stanislaus,2017,Total,Zika Virus Infection,0
Sutter,2017,Total,Amebiasis,3
Sutter,2017,Total,Anaplasmosis,0
Sutter,2017,Total,Anthrax,0
Sutter,2017,Total,Babesiosis,0
Sutter,2017,Total,"Botulism, Foodborne",0
Sutter,2017,Total,"Botulism, Other",0
Sutter,2017,Total,"Botulism, Wound",0
Sutter,2017,Total,Brucellosis,0
Sutter,2017,Total,Campylobacteriosis,15
Sutter,2017,Total,Chikungunya Virus Infection,0
Sutter,2017,Total,Cholera,0
Sutter,2017,Total,Ciguatera Fish Poisoning,0
Sutter,2017,Total,Coccidioidomycosis,3
Sutter,2017,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
Sutter,2017,Total,Cryptosporidiosis,0
Sutter,2017,Total,Cyclosporiasis,0
Sutter,2017,Total,Cysticercosis or Taeniasis,0
Sutter,2017,Total,Dengue,0
Sutter,2017,Total,Domoic Acid Poisoning,0
Sutter,2017,Total,E. coli O157,2
Sutter,2017,Total,E. coli Other STEC (non-O157),0
Sutter,2017,Total,Ehrlichiosis,0
Sutter,2017,Total,Flavivirus Infection of Undetermined Species,0
Sutter,2017,Total,Giardiasis,4
Sutter,2017,Total,Hantavirus Infection,0
Sutter,2017,Total,Hemolytic Uremic Syndrome,0
Sutter,2017,Total,"Hepatitis E, acute infection",0
Sutter,2017,Total,Legionellosis,0
Sutter,2017,Total,Leprosy,0
Sutter,2017,Total,Leptospirosis,0
Sutter,2017,Total,Listeriosis,0
Sutter,2017,Total,Lyme Disease,0
Sutter,2017,Total,Malaria,0
Sutter,2017,Total,Paralytic Shellfish Poisoning,0
Sutter,2017,Total,"Plague, human",0
Sutter,2017,Total,Psittacosis,0
Sutter,2017,Total,Q Fever,0
Sutter,2017,Total,"Rabies, human",0
Sutter,2017,Total,Relapsing Fever,0
Sutter,2017,Total,Salmonellosis,11
Sutter,2017,Total,Scombroid Fish Poisoning,0
Sutter,2017,Total,Shiga Toxin Positive Feces (without culture confirmation),2
Sutter,2017,Total,Shigellosis,1
Sutter,2017,Total,Spotted Fever Rickettsiosis,0
Sutter,2017,Total,Streptococcal Infection (cases in food and dairy workers),0
Sutter,2017,Total,Trichinosis,0
Sutter,2017,Total,Tularemia,0
Sutter,2017,Total,"Typhoid Fever, case",0
Sutter,2017,Total,Typhus Fever,0
Sutter,2017,Total,Vibrio Infection (non-Cholera),1
Sutter,2017,Total,Yellow Fever,0
Sutter,2017,Total,Yersiniosis,0
Sutter,2017,Total,Zika Virus Infection,0
Tehama,2017,Total,Amebiasis,1
Tehama,2017,Total,Anaplasmosis,0
Tehama,2017,Total,Anthrax,0
Tehama,2017,Total,Babesiosis,0
Tehama,2017,Total,"Botulism, Foodborne",0
Tehama,2017,Total,"Botulism, Other",0
Tehama,2017,Total,"Botulism, Wound",0
Tehama,2017,Total,Brucellosis,0
Tehama,2017,Total,Campylobacteriosis,15
Tehama,2017,Total,Chikungunya Virus Infection,0
Tehama,2017,Total,Cholera,0
Tehama,2017,Total,Ciguatera Fish Poisoning,0
Tehama,2017,Total,Coccidioidomycosis,0
Tehama,2017,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
Tehama,2017,Total,Cryptosporidiosis,2
Tehama,2017,Total,Cyclosporiasis,0
Tehama,2017,Total,Cysticercosis or Taeniasis,0
Tehama,2017,Total,Dengue,0
Tehama,2017,Total,Domoic Acid Poisoning,0
Tehama,2017,Total,E. coli O157,1
Tehama,2017,Total,E. coli Other STEC (non-O157),0
Tehama,2017,Total,Ehrlichiosis,0
Tehama,2017,Total,Flavivirus Infection of Undetermined Species,0
Tehama,2017,Total,Giardiasis,3
Tehama,2017,Total,Hantavirus Infection,0
Tehama,2017,Total,Hemolytic Uremic Syndrome,0
Tehama,2017,Total,"Hepatitis E, acute infection",0
Tehama,2017,Total,Legionellosis,1
Tehama,2017,Total,Leprosy,0
Tehama,2017,Total,Leptospirosis,0
Tehama,2017,Total,Listeriosis,0
Tehama,2017,Total,Lyme Disease,0
Tehama,2017,Total,Malaria,0
Tehama,2017,Total,Paralytic Shellfish Poisoning,0
Tehama,2017,Total,"Plague, human",0
Tehama,2017,Total,Psittacosis,0
Tehama,2017,Total,Q Fever,0
Tehama,2017,Total,"Rabies, human",0
Tehama,2017,Total,Relapsing Fever,0
Tehama,2017,Total,Salmonellosis,14
Tehama,2017,Total,Scombroid Fish Poisoning,0
Tehama,2017,Total,Shiga Toxin Positive Feces (without culture confirmation),3
Tehama,2017,Total,Shigellosis,0
Tehama,2017,Total,Spotted Fever Rickettsiosis,0
Tehama,2017,Total,Streptococcal Infection (cases in food and dairy workers),1
Tehama,2017,Total,Trichinosis,0
Tehama,2017,Total,Tularemia,0
Tehama,2017,Total,"Typhoid Fever, case",0
Tehama,2017,Total,Typhus Fever,0
Tehama,2017,Total,Vibrio Infection (non-Cholera),0
Tehama,2017,Total,Yellow Fever,0
Tehama,2017,Total,Yersiniosis,0
Tehama,2017,Total,Zika Virus Infection,0
Trinity,2017,Total,Amebiasis,0
Trinity,2017,Total,Anaplasmosis,0
Trinity,2017,Total,Anthrax,0
Trinity,2017,Total,Babesiosis,0
Trinity,2017,Total,"Botulism, Foodborne",0
Trinity,2017,Total,"Botulism, Other",0
Trinity,2017,Total,"Botulism, Wound",0
Trinity,2017,Total,Brucellosis,0
Trinity,2017,Total,Campylobacteriosis,0
Trinity,2017,Total,Chikungunya Virus Infection,0
Trinity,2017,Total,Cholera,0
Trinity,2017,Total,Ciguatera Fish Poisoning,0
Trinity,2017,Total,Coccidioidomycosis,0
Trinity,2017,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
Trinity,2017,Total,Cryptosporidiosis,0
Trinity,2017,Total,Cyclosporiasis,0
Trinity,2017,Total,Cysticercosis or Taeniasis,0
Trinity,2017,Total,Dengue,0
Trinity,2017,Total,Domoic Acid Poisoning,0
Trinity,2017,Total,E. coli O157,0
Trinity,2017,Total,E. coli Other STEC (non-O157),0
Trinity,2017,Total,Ehrlichiosis,0
Trinity,2017,Total,Flavivirus Infection of Undetermined Species,0
Trinity,2017,Total,Giardiasis,0
Trinity,2017,Total,Hantavirus Infection,0
Trinity,2017,Total,Hemolytic Uremic Syndrome,0
Trinity,2017,Total,"Hepatitis E, acute infection",0
Trinity,2017,Total,Legionellosis,0
Trinity,2017,Total,Leprosy,0
Trinity,2017,Total,Leptospirosis,0
Trinity,2017,Total,Listeriosis,0
Trinity,2017,Total,Lyme Disease,0
Trinity,2017,Total,Malaria,0
Trinity,2017,Total,Paralytic Shellfish Poisoning,0
Trinity,2017,Total,"Plague, human",0
Trinity,2017,Total,Psittacosis,0
Trinity,2017,Total,Q Fever,0
Trinity,2017,Total,"Rabies, human",0
Trinity,2017,Total,Relapsing Fever,0
Trinity,2017,Total,Salmonellosis,2
Trinity,2017,Total,Scombroid Fish Poisoning,0
Trinity,2017,Total,Shiga Toxin Positive Feces (without culture confirmation),0
Trinity,2017,Total,Shigellosis,0
Trinity,2017,Total,Spotted Fever Rickettsiosis,0
Trinity,2017,Total,Streptococcal Infection (cases in food and dairy workers),0
Trinity,2017,Total,Trichinosis,0
Trinity,2017,Total,Tularemia,0
Trinity,2017,Total,"Typhoid Fever, case",0
Trinity,2017,Total,Typhus Fever,0
Trinity,2017,Total,Vibrio Infection (non-Cholera),0
Trinity,2017,Total,Yellow Fever,0
Trinity,2017,Total,Yersiniosis,0
Trinity,2017,Total,Zika Virus Infection,0
Tulare,2017,Total,Amebiasis,0
Tulare,2017,Total,Anaplasmosis,0
Tulare,2017,Total,Anthrax,0
Tulare,2017,Total,Babesiosis,0
Tulare,2017,Total,"Botulism, Foodborne",0
Tulare,2017,Total,"Botulism, Other",0
Tulare,2017,Total,"Botulism, Wound",0
Tulare,2017,Total,Brucellosis,1
Tulare,2017,Total,Campylobacteriosis,158
Tulare,2017,Total,Chikungunya Virus Infection,0
Tulare,2017,Total,Cholera,0
Tulare,2017,Total,Ciguatera Fish Poisoning,0
Tulare,2017,Total,Coccidioidomycosis,281
Tulare,2017,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
Tulare,2017,Total,Cryptosporidiosis,12
Tulare,2017,Total,Cyclosporiasis,5
Tulare,2017,Total,Cysticercosis or Taeniasis,2
Tulare,2017,Total,Dengue,0
Tulare,2017,Total,Domoic Acid Poisoning,0
Tulare,2017,Total,E. coli O157,12
Tulare,2017,Total,E. coli Other STEC (non-O157),6
Tulare,2017,Total,Ehrlichiosis,0
Tulare,2017,Total,Flavivirus Infection of Undetermined Species,0
Tulare,2017,Total,Giardiasis,15
Tulare,2017,Total,Hantavirus Infection,0
Tulare,2017,Total,Hemolytic Uremic Syndrome,0
Tulare,2017,Total,"Hepatitis E, acute infection",1
Tulare,2017,Total,Legionellosis,1
Tulare,2017,Total,Leprosy,0
Tulare,2017,Total,Leptospirosis,0
Tulare,2017,Total,Listeriosis,0
Tulare,2017,Total,Lyme Disease,2
Tulare,2017,Total,Malaria,0
Tulare,2017,Total,Paralytic Shellfish Poisoning,0
Tulare,2017,Total,"Plague, human",0
Tulare,2017,Total,Psittacosis,0
Tulare,2017,Total,Q Fever,0
Tulare,2017,Total,"Rabies, human",0
Tulare,2017,Total,Relapsing Fever,0
Tulare,2017,Total,Salmonellosis,72
Tulare,2017,Total,Scombroid Fish Poisoning,0
Tulare,2017,Total,Shiga Toxin Positive Feces (without culture confirmation),1
Tulare,2017,Total,Shigellosis,9
Tulare,2017,Total,Spotted Fever Rickettsiosis,0
Tulare,2017,Total,Streptococcal Infection (cases in food and dairy workers),1
Tulare,2017,Total,Trichinosis,0
Tulare,2017,Total,Tularemia,0
Tulare,2017,Total,"Typhoid Fever, case",1
Tulare,2017,Total,Typhus Fever,0
Tulare,2017,Total,Vibrio Infection (non-Cholera),2
Tulare,2017,Total,Yellow Fever,0
Tulare,2017,Total,Yersiniosis,2
Tulare,2017,Total,Zika Virus Infection,2
Tuolumne,2017,Total,Amebiasis,1
Tuolumne,2017,Total,Anaplasmosis,0
Tuolumne,2017,Total,Anthrax,0
Tuolumne,2017,Total,Babesiosis,0
Tuolumne,2017,Total,"Botulism, Foodborne",0
Tuolumne,2017,Total,"Botulism, Other",0
Tuolumne,2017,Total,"Botulism, Wound",0
Tuolumne,2017,Total,Brucellosis,0
Tuolumne,2017,Total,Campylobacteriosis,7
Tuolumne,2017,Total,Chikungunya Virus Infection,0
Tuolumne,2017,Total,Cholera,0
Tuolumne,2017,Total,Ciguatera Fish Poisoning,0
Tuolumne,2017,Total,Coccidioidomycosis,6
Tuolumne,2017,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
Tuolumne,2017,Total,Cryptosporidiosis,1
Tuolumne,2017,Total,Cyclosporiasis,0
Tuolumne,2017,Total,Cysticercosis or Taeniasis,0
Tuolumne,2017,Total,Dengue,0
Tuolumne,2017,Total,Domoic Acid Poisoning,0
Tuolumne,2017,Total,E. coli O157,3
Tuolumne,2017,Total,E. coli Other STEC (non-O157),0
Tuolumne,2017,Total,Ehrlichiosis,0
Tuolumne,2017,Total,Flavivirus Infection of Undetermined Species,0
Tuolumne,2017,Total,Giardiasis,1
Tuolumne,2017,Total,Hantavirus Infection,0
Tuolumne,2017,Total,Hemolytic Uremic Syndrome,0
Tuolumne,2017,Total,"Hepatitis E, acute infection",0
Tuolumne,2017,Total,Legionellosis,0
Tuolumne,2017,Total,Leprosy,0
Tuolumne,2017,Total,Leptospirosis,0
Tuolumne,2017,Total,Listeriosis,0
Tuolumne,2017,Total,Lyme Disease,0
Tuolumne,2017,Total,Malaria,0
Tuolumne,2017,Total,Paralytic Shellfish Poisoning,0
Tuolumne,2017,Total,"Plague, human",0
Tuolumne,2017,Total,Psittacosis,0
Tuolumne,2017,Total,Q Fever,0
Tuolumne,2017,Total,"Rabies, human",0
Tuolumne,2017,Total,Relapsing Fever,0
Tuolumne,2017,Total,Salmonellosis,7
Tuolumne,2017,Total,Scombroid Fish Poisoning,0
Tuolumne,2017,Total,Shiga Toxin Positive Feces (without culture confirmation),0
Tuolumne,2017,Total,Shigellosis,3
Tuolumne,2017,Total,Spotted Fever Rickettsiosis,0
Tuolumne,2017,Total,Streptococcal Infection (cases in food and dairy workers),0
Tuolumne,2017,Total,Trichinosis,0
Tuolumne,2017,Total,Tularemia,0
Tuolumne,2017,Total,"Typhoid Fever, case",0
Tuolumne,2017,Total,Typhus Fever,0
Tuolumne,2017,Total,Vibrio Infection (non-Cholera),0
Tuolumne,2017,Total,Yellow Fever,0
Tuolumne,2017,Total,Yersiniosis,0
Tuolumne,2017,Total,Zika Virus Infection,0
Ventura,2017,Total,Amebiasis,7
Ventura,2017,Total,Anaplasmosis,0
Ventura,2017,Total,Anthrax,0
Ventura,2017,Total,Babesiosis,1
Ventura,2017,Total,"Botulism, Foodborne",0
Ventura,2017,Total,"Botulism, Other",0
Ventura,2017,Total,"Botulism, Wound",1
Ventura,2017,Total,Brucellosis,1
Ventura,2017,Total,Campylobacteriosis,260
Ventura,2017,Total,Chikungunya Virus Infection,0
Ventura,2017,Total,Cholera,0
Ventura,2017,Total,Ciguatera Fish Poisoning,0
Ventura,2017,Total,Coccidioidomycosis,249
Ventura,2017,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,2
Ventura,2017,Total,Cryptosporidiosis,17
Ventura,2017,Total,Cyclosporiasis,9
Ventura,2017,Total,Cysticercosis or Taeniasis,0
Ventura,2017,Total,Dengue,3
Ventura,2017,Total,Domoic Acid Poisoning,0
Ventura,2017,Total,E. coli O157,6
Ventura,2017,Total,E. coli Other STEC (non-O157),7
Ventura,2017,Total,Ehrlichiosis,0
Ventura,2017,Total,Flavivirus Infection of Undetermined Species,0
Ventura,2017,Total,Giardiasis,49
Ventura,2017,Total,Hantavirus Infection,0
Ventura,2017,Total,Hemolytic Uremic Syndrome,0
Ventura,2017,Total,"Hepatitis E, acute infection",1
Ventura,2017,Total,Legionellosis,12
Ventura,2017,Total,Leprosy,2
Ventura,2017,Total,Leptospirosis,0
Ventura,2017,Total,Listeriosis,3
Ventura,2017,Total,Lyme Disease,5
Ventura,2017,Total,Malaria,3
Ventura,2017,Total,Paralytic Shellfish Poisoning,0
Ventura,2017,Total,"Plague, human",0
Ventura,2017,Total,Psittacosis,0
Ventura,2017,Total,Q Fever,2
Ventura,2017,Total,"Rabies, human",0
Ventura,2017,Total,Relapsing Fever,0
Ventura,2017,Total,Salmonellosis,114
Ventura,2017,Total,Scombroid Fish Poisoning,0
Ventura,2017,Total,Shiga Toxin Positive Feces (without culture confirmation),1
Ventura,2017,Total,Shigellosis,57
Ventura,2017,Total,Spotted Fever Rickettsiosis,0
Ventura,2017,Total,Streptococcal Infection (cases in food and dairy workers),0
Ventura,2017,Total,Trichinosis,0
Ventura,2017,Total,Tularemia,0
Ventura,2017,Total,"Typhoid Fever, case",4
Ventura,2017,Total,Typhus Fever,0
Ventura,2017,Total,Vibrio Infection (non-Cholera),14
Ventura,2017,Total,Yellow Fever,0
Ventura,2017,Total,Yersiniosis,21
Ventura,2017,Total,Zika Virus Infection,0
Yolo,2017,Total,Amebiasis,5
Yolo,2017,Total,Anaplasmosis,0
Yolo,2017,Total,Anthrax,0
Yolo,2017,Total,Babesiosis,0
Yolo,2017,Total,"Botulism, Foodborne",0
Yolo,2017,Total,"Botulism, Other",0
Yolo,2017,Total,"Botulism, Wound",0
Yolo,2017,Total,Brucellosis,0
Yolo,2017,Total,Campylobacteriosis,57
Yolo,2017,Total,Chikungunya Virus Infection,0
Yolo,2017,Total,Cholera,0
Yolo,2017,Total,Ciguatera Fish Poisoning,0
Yolo,2017,Total,Coccidioidomycosis,4
Yolo,2017,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
Yolo,2017,Total,Cryptosporidiosis,7
Yolo,2017,Total,Cyclosporiasis,0
Yolo,2017,Total,Cysticercosis or Taeniasis,0
Yolo,2017,Total,Dengue,1
Yolo,2017,Total,Domoic Acid Poisoning,0
Yolo,2017,Total,E. coli O157,0
Yolo,2017,Total,E. coli Other STEC (non-O157),12
Yolo,2017,Total,Ehrlichiosis,0
Yolo,2017,Total,Flavivirus Infection of Undetermined Species,0
Yolo,2017,Total,Giardiasis,23
Yolo,2017,Total,Hantavirus Infection,0
Yolo,2017,Total,Hemolytic Uremic Syndrome,0
Yolo,2017,Total,"Hepatitis E, acute infection",0
Yolo,2017,Total,Legionellosis,2
Yolo,2017,Total,Leprosy,0
Yolo,2017,Total,Leptospirosis,0
Yolo,2017,Total,Listeriosis,0
Yolo,2017,Total,Lyme Disease,3
Yolo,2017,Total,Malaria,1
Yolo,2017,Total,Paralytic Shellfish Poisoning,0
Yolo,2017,Total,"Plague, human",0
Yolo,2017,Total,Psittacosis,0
Yolo,2017,Total,Q Fever,0
Yolo,2017,Total,"Rabies, human",0
Yolo,2017,Total,Relapsing Fever,0
Yolo,2017,Total,Salmonellosis,32
Yolo,2017,Total,Scombroid Fish Poisoning,0
Yolo,2017,Total,Shiga Toxin Positive Feces (without culture confirmation),0
Yolo,2017,Total,Shigellosis,7
Yolo,2017,Total,Spotted Fever Rickettsiosis,0
Yolo,2017,Total,Streptococcal Infection (cases in food and dairy workers),0
Yolo,2017,Total,Trichinosis,0
Yolo,2017,Total,Tularemia,0
Yolo,2017,Total,"Typhoid Fever, case",1
Yolo,2017,Total,Typhus Fever,0
Yolo,2017,Total,Vibrio Infection (non-Cholera),1
Yolo,2017,Total,Yellow Fever,0
Yolo,2017,Total,Yersiniosis,0
Yolo,2017,Total,Zika Virus Infection,1
Yuba,2017,Total,Amebiasis,2
Yuba,2017,Total,Anaplasmosis,0
Yuba,2017,Total,Anthrax,0
Yuba,2017,Total,Babesiosis,0
Yuba,2017,Total,"Botulism, Foodborne",0
Yuba,2017,Total,"Botulism, Other",0
Yuba,2017,Total,"Botulism, Wound",0
Yuba,2017,Total,Brucellosis,0
Yuba,2017,Total,Campylobacteriosis,19
Yuba,2017,Total,Chikungunya Virus Infection,0
Yuba,2017,Total,Cholera,0
Yuba,2017,Total,Ciguatera Fish Poisoning,0
Yuba,2017,Total,Coccidioidomycosis,3
Yuba,2017,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
Yuba,2017,Total,Cryptosporidiosis,0
Yuba,2017,Total,Cyclosporiasis,0
Yuba,2017,Total,Cysticercosis or Taeniasis,0
Yuba,2017,Total,Dengue,0
Yuba,2017,Total,Domoic Acid Poisoning,0
Yuba,2017,Total,E. coli O157,3
Yuba,2017,Total,E. coli Other STEC (non-O157),0
Yuba,2017,Total,Ehrlichiosis,0
Yuba,2017,Total,Flavivirus Infection of Undetermined Species,0
Yuba,2017,Total,Giardiasis,2
Yuba,2017,Total,Hantavirus Infection,0
Yuba,2017,Total,Hemolytic Uremic Syndrome,0
Yuba,2017,Total,"Hepatitis E, acute infection",0
Yuba,2017,Total,Legionellosis,1
Yuba,2017,Total,Leprosy,0
Yuba,2017,Total,Leptospirosis,0
Yuba,2017,Total,Listeriosis,0
Yuba,2017,Total,Lyme Disease,0
Yuba,2017,Total,Malaria,0
Yuba,2017,Total,Paralytic Shellfish Poisoning,0
Yuba,2017,Total,"Plague, human",0
Yuba,2017,Total,Psittacosis,0
Yuba,2017,Total,Q Fever,0
Yuba,2017,Total,"Rabies, human",0
Yuba,2017,Total,Relapsing Fever,0
Yuba,2017,Total,Salmonellosis,22
Yuba,2017,Total,Scombroid Fish Poisoning,0
Yuba,2017,Total,Shiga Toxin Positive Feces (without culture confirmation),2
Yuba,2017,Total,Shigellosis,0
Yuba,2017,Total,Spotted Fever Rickettsiosis,0
Yuba,2017,Total,Streptococcal Infection (cases in food and dairy workers),0
Yuba,2017,Total,Trichinosis,0
Yuba,2017,Total,Tularemia,0
Yuba,2017,Total,"Typhoid Fever, case",0
Yuba,2017,Total,Typhus Fever,0
Yuba,2017,Total,Vibrio Infection (non-Cholera),1
Yuba,2017,Total,Yellow Fever,0
Yuba,2017,Total,Yersiniosis,0
Yuba,2017,Total,Zika Virus Infection,0
